Age_Group,Gender,Work_Experience,Working_Hours_Per_Day,Meetings_Per_Week,Late_Night_Work_Frequency,AI_Job_Displacement_Fear,Supervisor_Support,Salary_Satisfaction,Work_Life_Balance,Stress_Level,Sleep_Quality,Job_Satisfaction,Burnout_Symptoms,Depression_Risk,Employee_ID,Employee_Name,Department,Date,Month
18-25,Female,3,3,5,5,1,1,5,3,4,2,3,4,1,EMP0693,Employee_693,Operations,2026-11-24,Nov
36-45,Female,5,2,1,1,3,2,2,3,2,4,2,2,1,EMP0694,Employee_694,Marketing,2026-11-25,Nov
26-35,Male,2,1,1,1,2,1,2,3,1,5,2,1,0,EMP0695,Employee_695,Finance,2026-11-26,Nov
36-45,Male,2,5,5,4,3,2,5,3,4,2,3,3,2,EMP0696,Employee_696,Support,2026-11-27,Nov
46+,Female,2,5,4,1,3,2,5,3,3,4,3,3,2,EMP0697,Employee_697,Finance,2026-11-28,Nov
18-25,Female,1,3,4,5,5,1,5,3,4,2,3,4,1,EMP0698,Employee_698,Marketing,2026-11-29,Nov
26-35,Male,1,3,3,1,5,1,3,2,2,4,2,1,0,EMP0699,Employee_699,Marketing,2026-11-30,Nov
36-45,Male,1,5,4,2,3,2,4,2,4,4,2,2,1,EMP0700,Employee_700,Operations,2026-12-01,Dec
36-45,Male,4,2,5,3,3,4,5,4,2,5,5,3,1,EMP0701,Employee_701,Marketing,2026-12-02,Dec
18-25,Female,5,4,4,4,3,4,2,3,3,4,3,4,1,EMP0702,Employee_702,IT,2026-12-03,Dec
26-35,Male,4,1,4,4,3,3,5,4,3,3,4,3,1,EMP0703,Employee_703,Finance,2026-12-04,Dec
18-25,Male,2,5,5,2,1,5,3,3,2,4,4,3,1,EMP0704,Employee_704,Marketing,2026-12-05,Dec
36-45,Male,3,4,2,3,1,1,2,2,5,1,1,5,2,EMP0705,Employee_705,Finance,2026-12-06,Dec
18-25,Female,5,2,3,4,5,3,5,4,3,4,4,3,1,EMP0706,Employee_706,Operations,2026-12-07,Dec
26-35,Male,4,2,5,5,3,5,1,3,3,1,3,4,1,EMP0707,Employee_707,Sales,2026-12-08,Dec
46+,Male,4,4,5,4,1,1,1,1,4,3,1,3,1,EMP0708,Employee_708,IT,2026-12-09,Dec
26-35,Female,4,4,1,4,3,3,5,3,4,2,4,4,2,EMP0709,Employee_709,Operations,2026-12-10,Dec
18-25,Female,4,4,4,4,1,5,2,3,3,3,3,4,2,EMP0710,Employee_710,HR,2026-12-11,Dec
26-35,Prefer not to say,2,3,5,3,4,1,1,2,5,2,1,5,2,EMP0711,Employee_711,Finance,2026-12-12,Dec
26-35,Male,4,1,2,5,2,3,5,4,4,1,4,3,2,EMP0712,Employee_712,Sales,2026-12-13,Dec
26-35,Male,1,2,2,2,5,3,5,4,2,5,4,1,1,EMP0713,Employee_713,Support,2026-12-14,Dec
18-25,Male,4,4,5,2,3,5,2,3,4,3,3,3,2,EMP0714,Employee_714,IT,2026-12-15,Dec
36-45,Female,1,3,1,4,5,3,2,3,4,3,2,4,2,EMP0715,Employee_715,Marketing,2026-12-16,Dec
26-35,Prefer not to say,3,5,1,3,1,2,1,1,4,2,1,3,1,EMP0716,Employee_716,Sales,2026-12-17,Dec
18-25,Female,5,2,3,1,5,5,2,4,2,4,4,2,0,EMP0717,Employee_717,Sales,2026-12-18,Dec
26-35,Female,4,3,5,3,2,5,5,4,4,3,5,4,1,EMP0718,Employee_718,Marketing,2026-12-19,Dec
18-25,Female,3,3,5,2,4,3,5,4,3,4,4,3,1,EMP0719,Employee_719,Operations,2026-12-20,Dec
18-25,Male,5,4,2,3,3,3,4,3,3,3,3,3,1,EMP0720,Employee_720,HR,2026-12-21,Dec
26-35,Male,4,3,3,1,2,2,5,3,1,5,4,1,1,EMP0721,Employee_721,Support,2026-12-22,Dec
36-45,Male,3,1,4,4,5,4,4,4,3,1,4,2,1,EMP0722,Employee_722,Marketing,2026-12-23,Dec
36-45,Female,1,1,5,4,2,5,2,4,2,3,4,2,1,EMP0723,Employee_723,Support,2026-12-24,Dec
18-25,Female,4,5,3,2,3,3,1,2,3,3,2,4,2,EMP0724,Employee_724,Finance,2026-12-25,Dec
26-35,Male,3,4,1,3,4,1,4,2,4,2,2,4,2,EMP0725,Employee_725,Marketing,2026-12-26,Dec
26-35,Male,3,2,3,1,2,4,2,3,2,5,3,3,1,EMP0726,Employee_726,Marketing,2026-12-27,Dec
18-25,Female,2,4,5,1,5,1,5,3,4,4,3,3,2,EMP0727,Employee_727,Operations,2026-12-28,Dec
46+,Male,4,3,2,3,1,3,4,3,3,3,3,2,1,EMP0728,Employee_728,Marketing,2026-12-29,Dec
18-25,Female,4,4,2,2,4,1,1,1,4,2,1,4,2,EMP0729,Employee_729,Operations,2026-12-30,Dec
18-25,Female,3,5,1,4,5,3,4,3,4,3,3,4,1,EMP0730,Employee_730,HR,2026-12-31,Dec
26-35,Male,5,1,2,5,3,4,2,4,3,2,3,3,1,EMP0731,Employee_731,Finance,2027-01-01,Jan
26-35,Male,4,5,2,3,4,5,4,3,4,3,4,3,1,EMP0732,Employee_732,Marketing,2027-01-02,Jan
18-25,Male,4,3,3,4,3,4,2,3,2,3,3,3,1,EMP0733,Employee_733,Support,2027-01-03,Jan
18-25,Male,4,5,2,3,1,4,4,3,4,2,4,5,2,EMP0734,Employee_734,Marketing,2027-01-04,Jan
26-35,Male,2,2,4,4,4,2,1,2,3,2,1,4,2,EMP0735,Employee_735,HR,2027-01-05,Jan
36-45,Female,3,5,3,3,2,1,3,2,5,2,1,5,2,EMP0736,Employee_736,Marketing,2027-01-06,Jan
26-35,Female,1,2,5,5,1,4,4,4,3,3,4,3,2,EMP0737,Employee_737,Marketing,2027-01-07,Jan
18-25,Male,3,5,1,3,5,2,4,2,4,3,2,4,2,EMP0738,Employee_738,IT,2027-01-08,Jan
18-25,Male,1,3,1,3,3,5,1,3,3,2,3,4,1,EMP0739,Employee_739,Finance,2027-01-09,Jan
26-35,Male,2,1,5,4,1,4,3,4,3,2,4,3,1,EMP0740,Employee_740,Marketing,2027-01-10,Jan
36-45,Prefer not to say,2,2,5,4,5,2,5,4,3,3,4,3,1,EMP0741,Employee_741,Marketing,2027-01-11,Jan
26-35,Male,4,4,1,2,5,5,4,4,4,2,4,3,2,EMP0742,Employee_742,Operations,2027-01-12,Jan
26-35,Female,3,4,5,4,2,1,2,2,4,2,1,4,1,EMP0743,Employee_743,Finance,2027-01-13,Jan
26-35,Female,1,2,5,1,5,1,5,3,3,5,3,2,1,EMP0744,Employee_744,Sales,2027-01-14,Jan
36-45,Female,3,4,4,4,5,2,5,3,4,2,3,4,2,EMP0745,Employee_745,Support,2027-01-15,Jan
26-35,Female,2,4,2,3,2,4,4,3,1,5,4,3,1,EMP0746,Employee_746,Sales,2027-01-16,Jan
36-45,Female,5,5,3,3,3,3,1,2,3,4,2,3,1,EMP0747,Employee_747,Operations,2027-01-17,Jan
36-45,Prefer not to say,3,5,5,3,1,1,1,1,4,3,1,4,2,EMP0748,Employee_748,Marketing,2027-01-18,Jan
36-45,Female,2,1,5,5,3,3,1,3,4,2,2,4,2,EMP0749,Employee_749,Support,2027-01-19,Jan
36-45,Female,2,2,4,3,5,1,5,3,5,3,3,4,2,EMP0750,Employee_750,Operations,2027-01-20,Jan
18-25,Prefer not to say,5,5,3,5,2,1,1,1,3,2,1,4,2,EMP0751,Employee_751,Finance,2027-01-21,Jan
26-35,Female,5,1,5,1,1,2,5,4,1,5,4,1,0,EMP0752,Employee_752,HR,2027-01-22,Jan
18-25,Male,1,2,4,4,4,2,3,3,3,4,3,3,1,EMP0753,Employee_753,Support,2027-01-23,Jan
26-35,Male,4,2,5,3,2,2,1,2,2,3,2,2,1,EMP0754,Employee_754,Marketing,2027-01-24,Jan
18-25,Female,2,2,4,1,3,3,4,4,3,5,4,1,0,EMP0755,Employee_755,Support,2027-01-25,Jan
36-45,Male,1,1,2,5,1,4,4,4,2,3,4,3,1,EMP0756,Employee_756,Support,2027-01-26,Jan
18-25,Male,5,3,5,2,5,4,2,3,2,4,3,2,1,EMP0757,Employee_757,Support,2027-01-27,Jan
36-45,Female,3,3,1,2,3,5,1,3,2,3,3,3,1,EMP0758,Employee_758,IT,2027-01-28,Jan
26-35,Female,3,4,2,3,4,5,4,4,3,2,5,3,1,EMP0759,Employee_759,HR,2027-01-29,Jan
36-45,Male,4,2,1,5,2,3,3,3,3,3,3,3,2,EMP0760,Employee_760,Marketing,2027-01-30,Jan
26-35,Female,1,4,4,2,4,3,4,3,3,2,3,4,2,EMP0761,Employee_761,Marketing,2027-01-31,Jan
26-35,Male,3,4,3,5,3,3,4,3,4,1,3,4,2,EMP0762,Employee_762,Marketing,2027-02-01,Feb
26-35,Male,5,3,2,3,2,5,2,3,2,3,4,3,1,EMP0763,Employee_763,Support,2027-02-02,Feb
46+,Female,1,4,2,2,4,5,5,4,4,3,5,3,2,EMP0764,Employee_764,Support,2027-02-03,Feb
36-45,Male,2,4,3,4,1,3,1,2,4,2,2,4,0,EMP0765,Employee_765,Finance,2027-02-04,Feb
26-35,Male,5,5,2,1,3,1,5,2,3,5,3,3,1,EMP0766,Employee_766,Support,2027-02-05,Feb
18-25,Female,1,2,5,5,4,5,3,4,3,2,4,4,1,EMP0767,Employee_767,Sales,2027-02-06,Feb
36-45,Female,5,1,5,4,5,3,1,3,2,2,2,2,1,EMP0768,Employee_768,Sales,2027-02-07,Feb
18-25,Male,5,1,5,1,2,4,1,3,2,5,3,2,1,EMP0769,Employee_769,Marketing,2027-02-08,Feb
26-35,Female,5,5,3,4,3,3,5,3,4,2,4,4,2,EMP0770,Employee_770,Sales,2027-02-09,Feb
36-45,Prefer not to say,1,1,1,2,2,2,4,4,2,5,4,1,1,EMP0771,Employee_771,IT,2027-02-10,Feb
18-25,Prefer not to say,1,4,2,1,2,1,5,3,3,4,3,3,1,EMP0772,Employee_772,IT,2027-02-11,Feb
18-25,Male,2,4,5,3,4,3,4,3,2,3,4,2,1,EMP0773,Employee_773,Support,2027-02-12,Feb
36-45,Female,3,3,5,3,3,3,2,3,2,3,3,3,1,EMP0774,Employee_774,Marketing,2027-02-13,Feb
36-45,Female,4,4,1,3,5,3,2,2,3,2,2,4,2,EMP0775,Employee_775,Finance,2027-02-14,Feb
26-35,Female,1,3,3,1,4,5,4,4,2,4,5,2,1,EMP0776,Employee_776,Finance,2027-02-15,Feb
18-25,Male,4,4,4,3,4,3,1,2,5,2,1,4,2,EMP0777,Employee_777,HR,2027-02-16,Feb
18-25,Male,2,4,3,5,1,2,5,3,3,3,3,4,1,EMP0778,Employee_778,Finance,2027-02-17,Feb
46+,Male,4,4,4,5,3,4,4,3,5,2,3,5,2,EMP0779,Employee_779,Support,2027-02-18,Feb
36-45,Female,5,3,1,4,3,5,4,4,4,1,4,4,2,EMP0780,Employee_780,Finance,2027-02-19,Feb
36-45,Female,4,4,1,4,2,3,5,3,4,1,4,3,2,EMP0781,Employee_781,Marketing,2027-02-20,Feb
26-35,Female,2,3,1,3,2,2,3,3,2,3,3,3,1,EMP0782,Employee_782,HR,2027-02-21,Feb
18-25,Female,3,5,2,2,2,5,1,2,3,4,3,4,1,EMP0783,Employee_783,Finance,2027-02-22,Feb
18-25,Male,1,5,1,5,2,2,5,3,4,1,3,4,2,EMP0784,Employee_784,Sales,2027-02-23,Feb
18-25,Prefer not to say,1,3,1,5,2,3,1,2,3,1,2,3,2,EMP0785,Employee_785,Operations,2027-02-24,Feb
36-45,Female,4,2,5,4,1,5,1,3,2,3,3,2,1,EMP0786,Employee_786,Sales,2027-02-25,Feb
36-45,Male,3,4,5,5,5,3,2,2,5,1,2,4,2,EMP0787,Employee_787,Operations,2027-02-26,Feb
36-45,Female,4,4,2,1,4,5,5,4,4,5,5,4,1,EMP0788,Employee_788,IT,2027-02-27,Feb
18-25,Male,4,3,3,3,5,1,5,3,3,4,3,3,1,EMP0789,Employee_789,Sales,2027-02-28,Feb
26-35,Female,3,1,4,1,1,1,1,2,2,5,1,1,1,EMP0790,Employee_790,Sales,2027-03-01,Mar
18-25,Male,5,3,1,2,3,3,2,3,2,4,3,2,1,EMP0791,Employee_791,HR,2027-03-02,Mar
18-25,Male,4,2,3,1,5,2,1,2,2,5,2,2,1,EMP0792,Employee_792,Marketing,2027-03-03,Mar
26-35,Female,2,5,3,2,4,5,3,3,3,5,4,4,1,EMP0793,Employee_793,Support,2027-03-04,Mar
26-35,Male,3,5,4,1,2,4,3,3,3,4,3,4,2,EMP0794,Employee_794,HR,2027-03-05,Mar
18-25,Female,2,5,2,1,5,5,3,3,4,4,4,3,1,EMP0795,Employee_795,Marketing,2027-03-06,Mar
18-25,Male,3,5,5,5,4,5,4,3,5,1,4,4,1,EMP0796,Employee_796,Support,2027-03-07,Mar
26-35,Female,3,3,1,5,3,5,5,4,3,2,5,3,1,EMP0797,Employee_797,Finance,2027-03-08,Mar
18-25,Male,3,2,4,4,5,2,4,3,3,3,3,4,1,EMP0798,Employee_798,HR,2027-03-09,Mar
26-35,Female,2,5,3,4,5,2,1,1,4,3,1,4,2,EMP0799,Employee_799,IT,2027-03-10,Mar
18-25,Male,1,1,2,1,5,5,3,4,2,5,4,1,1,EMP0800,Employee_800,Operations,2027-03-11,Mar
26-35,Male,5,5,5,1,3,4,1,2,4,3,2,3,2,EMP0801,Employee_801,Operations,2027-03-12,Mar
26-35,Female,2,3,1,4,2,3,4,3,2,5,4,2,1,EMP0802,Employee_802,Support,2027-03-13,Mar
18-25,Male,4,3,4,3,1,1,4,3,3,2,3,3,2,EMP0803,Employee_803,Sales,2027-03-14,Mar
36-45,Female,2,4,2,4,1,2,1,2,3,2,1,3,2,EMP0804,Employee_804,Marketing,2027-03-15,Mar
36-45,Male,1,5,1,3,3,4,5,3,3,3,4,4,2,EMP0805,Employee_805,Marketing,2027-03-16,Mar
26-35,Female,1,3,3,2,2,1,1,2,2,5,1,2,1,EMP0806,Employee_806,Finance,2027-03-17,Mar
18-25,Male,4,1,5,4,4,5,3,4,4,2,4,4,2,EMP0807,Employee_807,Finance,2027-03-18,Mar
46+,Female,3,4,5,2,1,5,4,4,3,3,5,3,2,EMP0808,Employee_808,Support,2027-03-19,Mar
26-35,Female,5,1,4,5,4,5,5,5,3,2,5,3,1,EMP0809,Employee_809,Sales,2027-03-20,Mar
26-35,Male,1,4,2,1,4,2,2,2,4,5,2,3,1,EMP0810,Employee_810,Sales,2027-03-21,Mar
26-35,Male,5,4,2,5,3,2,3,2,4,2,2,4,1,EMP0811,Employee_811,IT,2027-03-22,Mar
26-35,Male,1,2,4,4,2,3,1,3,3,3,2,2,1,EMP0812,Employee_812,Operations,2027-03-23,Mar
18-25,Female,5,1,2,3,4,3,1,3,2,4,2,2,1,EMP0813,Employee_813,IT,2027-03-24,Mar
46+,Female,4,3,3,4,2,5,2,3,3,2,3,5,2,EMP0814,Employee_814,HR,2027-03-25,Mar
18-25,Female,5,2,1,1,3,2,3,3,1,5,3,2,1,EMP0815,Employee_815,HR,2027-03-26,Mar
26-35,Male,3,1,3,5,3,3,2,3,3,3,3,4,1,EMP0816,Employee_816,Marketing,2027-03-27,Mar
18-25,Male,1,2,2,3,3,2,4,3,3,3,3,3,2,EMP0817,Employee_817,IT,2027-03-28,Mar
18-25,Male,2,1,3,3,3,4,3,4,2,4,4,1,0,EMP0818,Employee_818,IT,2027-03-29,Mar
36-45,Male,3,5,4,4,3,1,1,1,4,3,1,4,2,EMP0819,Employee_819,Operations,2027-03-30,Mar
26-35,Male,4,1,2,3,2,3,4,4,2,4,4,2,1,EMP0820,Employee_820,HR,2027-03-31,Mar
18-25,Female,5,2,3,1,2,1,2,2,3,5,1,2,1,EMP0821,Employee_821,Sales,2027-04-01,Apr
18-25,Male,3,1,2,4,2,4,4,4,2,2,4,2,1,EMP0822,Employee_822,IT,2027-04-02,Apr
36-45,Female,2,5,1,2,3,4,3,3,4,4,3,3,1,EMP0823,Employee_823,Sales,2027-04-03,Apr
46+,Male,5,4,2,4,3,2,5,3,4,2,3,4,2,EMP0824,Employee_824,Finance,2027-04-04,Apr
18-25,Male,5,4,4,1,3,3,2,2,3,3,2,3,2,EMP0825,Employee_825,Marketing,2027-04-05,Apr
26-35,Female,4,5,5,3,1,3,2,2,3,3,2,4,2,EMP0826,Employee_826,Operations,2027-04-06,Apr
18-25,Female,2,3,4,3,5,1,4,3,3,3,3,3,1,EMP0827,Employee_827,Marketing,2027-04-07,Apr
26-35,Male,4,5,2,5,3,2,4,2,4,3,2,5,1,EMP0828,Employee_828,Support,2027-04-08,Apr
26-35,Female,1,3,1,5,4,5,3,4,4,1,4,3,2,EMP0829,Employee_829,IT,2027-04-09,Apr
36-45,Male,4,5,1,4,2,2,2,2,4,3,2,4,1,EMP0830,Employee_830,Operations,2027-04-10,Apr
18-25,Male,4,2,1,3,3,1,4,3,3,4,3,3,1,EMP0831,Employee_831,Sales,2027-04-11,Apr
36-45,Male,1,5,2,1,1,5,4,3,4,4,4,4,1,EMP0832,Employee_832,Finance,2027-04-12,Apr
26-35,Female,5,1,5,3,2,1,3,3,2,4,2,3,1,EMP0833,Employee_833,IT,2027-04-13,Apr
18-25,Male,1,3,3,4,1,3,1,2,3,2,2,4,1,EMP0834,Employee_834,Finance,2027-04-14,Apr
26-35,Female,4,2,2,2,4,4,1,3,2,3,3,2,1,EMP0835,Employee_835,Support,2027-04-15,Apr
18-25,Male,3,4,5,2,5,4,3,3,4,3,3,3,1,EMP0836,Employee_836,Sales,2027-04-16,Apr
18-25,Female,5,2,4,3,2,3,1,3,2,3,2,2,1,EMP0837,Employee_837,HR,2027-04-17,Apr
18-25,Prefer not to say,4,2,1,3,3,3,3,3,2,4,3,3,2,EMP0838,Employee_838,HR,2027-04-18,Apr
46+,Female,5,3,1,2,2,2,5,3,3,3,3,3,2,EMP0839,Employee_839,Sales,2027-04-19,Apr
26-35,Female,5,1,3,2,2,3,3,4,3,4,3,3,1,EMP0840,Employee_840,Marketing,2027-04-20,Apr
36-45,Male,3,2,5,2,1,1,3,3,4,5,2,4,1,EMP0841,Employee_841,Operations,2027-04-21,Apr
26-35,Male,3,5,1,5,5,1,3,2,5,3,1,5,3,EMP0842,Employee_842,IT,2027-04-22,Apr
26-35,Male,1,5,4,4,2,4,3,3,4,3,3,4,1,EMP0843,Employee_843,Support,2027-04-23,Apr
26-35,Male,3,4,3,1,2,4,1,2,3,4,2,3,1,EMP0844,Employee_844,IT,2027-04-24,Apr
46+,Female,5,3,2,4,1,3,1,2,3,2,2,3,2,EMP0845,Employee_845,HR,2027-04-25,Apr
26-35,Female,1,5,2,4,2,3,4,3,5,1,3,4,1,EMP0846,Employee_846,HR,2027-04-26,Apr
18-25,Male,4,3,4,3,5,1,5,3,5,2,3,4,2,EMP0847,Employee_847,Marketing,2027-04-27,Apr
18-25,Female,3,2,2,3,3,4,2,3,2,3,3,3,1,EMP0848,Employee_848,Sales,2027-04-28,Apr
18-25,Female,4,1,5,1,3,5,4,5,1,5,5,1,1,EMP0849,Employee_849,Operations,2027-04-29,Apr
26-35,Male,4,5,5,5,5,5,5,4,5,3,5,5,2,EMP0850,Employee_850,Sales,2027-04-30,Apr
26-35,Male,5,1,3,4,2,2,4,4,3,3,3,3,1,EMP0851,Employee_851,IT,2027-05-01,May
36-45,Male,2,3,5,1,3,5,2,3,3,4,3,3,1,EMP0852,Employee_852,HR,2027-05-02,May
36-45,Male,4,1,2,1,4,3,1,3,2,5,2,2,0,EMP0853,Employee_853,Operations,2027-05-03,May
18-25,Male,5,1,3,1,2,4,1,3,1,5,3,1,1,EMP0854,Employee_854,Finance,2027-05-04,May
46+,Female,5,2,3,2,2,2,3,3,4,4,2,3,1,EMP0855,Employee_855,Operations,2027-05-05,May
26-35,Female,4,4,2,4,2,4,1,2,3,2,2,4,2,EMP0856,Employee_856,Sales,2027-05-06,May
26-35,Male,1,1,4,3,3,3,4,4,3,2,4,3,1,EMP0857,Employee_857,Sales,2027-05-07,May
26-35,Male,3,3,1,5,5,3,1,2,3,3,2,4,2,EMP0858,Employee_858,Support,2027-05-08,May
26-35,Female,5,1,1,2,5,3,3,4,3,5,3,1,1,EMP0859,Employee_859,IT,2027-05-09,May
36-45,Male,5,4,3,5,5,3,1,2,4,2,2,5,2,EMP0860,Employee_860,Marketing,2027-05-10,May
26-35,Prefer not to say,5,5,5,3,3,3,5,3,4,3,4,5,2,EMP0861,Employee_861,Sales,2027-05-11,May
46+,Male,5,2,1,1,4,5,4,4,3,5,5,2,1,EMP0862,Employee_862,Operations,2027-05-12,May
26-35,Male,1,5,3,4,2,2,3,2,5,2,2,5,2,EMP0863,Employee_863,Marketing,2027-05-13,May
36-45,Male,5,2,2,5,2,2,4,3,3,2,3,3,1,EMP0864,Employee_864,Marketing,2027-05-14,May
18-25,Male,4,2,5,5,2,4,3,4,4,2,4,4,2,EMP0865,Employee_865,Finance,2027-05-15,May
26-35,Male,1,2,4,1,2,5,1,3,2,5,3,2,2,EMP0866,Employee_866,Support,2027-05-16,May
26-35,Prefer not to say,3,3,2,5,3,4,3,3,3,3,3,4,1,EMP0867,Employee_867,Sales,2027-05-17,May
18-25,Male,1,4,1,2,4,3,4,3,3,4,3,2,1,EMP0868,Employee_868,Marketing,2027-05-18,May
36-45,Male,2,1,2,2,5,4,5,5,2,4,5,2,2,EMP0869,Employee_869,Support,2027-05-19,May
26-35,Female,4,4,5,5,1,3,4,3,3,2,3,4,1,EMP0870,Employee_870,Operations,2027-05-20,May
18-25,Male,5,5,5,4,4,1,5,2,5,2,2,5,2,EMP0871,Employee_871,Marketing,2027-05-21,May
26-35,Male,3,1,3,3,5,2,1,3,4,3,2,3,2,EMP0872,Employee_872,Operations,2027-05-22,May
26-35,Male,5,3,5,5,3,3,3,3,5,2,3,3,1,EMP0873,Employee_873,Marketing,2027-05-23,May
18-25,Male,4,1,1,5,2,5,2,4,1,3,4,2,0,EMP0874,Employee_874,Marketing,2027-05-24,May
18-25,Female,3,5,3,5,1,5,1,2,4,1,2,5,2,EMP0875,Employee_875,Finance,2027-05-25,May
26-35,Female,5,3,3,4,4,3,1,2,3,3,2,4,2,EMP0876,Employee_876,Marketing,2027-05-26,May
26-35,Male,2,1,4,4,1,5,4,5,3,2,5,3,1,EMP0877,Employee_877,Operations,2027-05-27,May
18-25,Male,1,5,1,5,4,3,5,3,3,3,4,4,2,EMP0878,Employee_878,Sales,2027-05-28,May
18-25,Male,5,4,5,4,4,2,1,2,4,2,1,4,2,EMP0879,Employee_879,Finance,2027-05-29,May
36-45,Male,2,5,2,1,4,2,3,2,3,4,2,3,1,EMP0880,Employee_880,Sales,2027-05-30,May
36-45,Female,5,1,4,1,1,5,5,5,3,5,5,2,1,EMP0881,Employee_881,Support,2027-05-31,May
26-35,Male,1,4,3,5,5,3,2,2,4,2,2,4,2,EMP0882,Employee_882,Sales,2027-06-01,Jun
18-25,Female,4,4,5,4,4,2,5,3,4,4,3,4,1,EMP0883,Employee_883,Operations,2027-06-02,Jun
26-35,Female,1,3,1,1,4,3,4,3,2,4,4,2,1,EMP0884,Employee_884,Operations,2027-06-03,Jun
26-35,Prefer not to say,5,1,4,2,5,4,1,3,2,3,3,2,1,EMP0885,Employee_885,Sales,2027-06-04,Jun
26-35,Female,4,5,1,5,1,3,4,3,4,2,3,5,2,EMP0886,Employee_886,Sales,2027-06-05,Jun
36-45,Male,1,1,4,5,5,4,4,4,3,2,4,3,2,EMP0887,Employee_887,Finance,2027-06-06,Jun
26-35,Male,5,5,5,1,4,5,4,3,3,4,4,2,1,EMP0888,Employee_888,HR,2027-06-07,Jun
26-35,Female,1,4,5,5,5,3,3,3,5,1,3,5,2,EMP0889,Employee_889,Finance,2027-06-08,Jun
26-35,Male,4,1,4,1,5,4,4,4,3,4,4,2,1,EMP0890,Employee_890,Sales,2027-06-09,Jun
26-35,Female,4,4,2,4,3,1,3,2,3,1,2,3,1,EMP0891,Employee_891,Support,2027-06-10,Jun
26-35,Female,5,2,1,4,2,1,1,2,2,4,1,2,1,EMP0892,Employee_892,IT,2027-06-11,Jun
26-35,Male,4,1,3,5,3,4,3,4,3,2,4,3,1,EMP0893,Employee_893,Sales,2027-06-12,Jun
18-25,Female,4,3,2,1,4,1,3,2,2,5,2,3,1,EMP0894,Employee_894,Marketing,2027-06-13,Jun
18-25,Male,1,2,4,3,1,1,5,3,2,4,3,2,1,EMP0895,Employee_895,IT,2027-06-14,Jun
18-25,Female,4,5,2,5,4,5,1,2,3,2,3,4,1,EMP0896,Employee_896,IT,2027-06-15,Jun
18-25,Female,1,2,1,5,4,5,4,4,3,2,5,3,1,EMP0897,Employee_897,Operations,2027-06-16,Jun
36-45,Female,3,4,1,3,1,5,5,4,2,3,5,3,1,EMP0898,Employee_898,Operations,2027-06-17,Jun
26-35,Male,2,1,1,3,5,1,5,4,2,3,4,1,1,EMP0899,Employee_899,Marketing,2027-06-18,Jun
18-25,Male,3,3,4,5,4,4,1,3,4,1,2,3,2,EMP0900,Employee_900,Marketing,2027-06-19,Jun
36-45,Male,5,5,1,4,1,5,4,3,3,3,4,4,2,EMP0901,Employee_901,Marketing,2027-06-20,Jun
18-25,Male,5,2,3,3,1,4,5,4,3,3,5,3,1,EMP0902,Employee_902,Marketing,2027-06-21,Jun
18-25,Male,1,4,3,2,4,5,2,3,4,5,3,2,1,EMP0903,Employee_903,Finance,2027-06-22,Jun
18-25,Male,4,3,4,4,4,1,3,2,2,2,2,3,2,EMP0904,Employee_904,HR,2027-06-23,Jun
46+,Prefer not to say,3,4,3,1,3,3,5,3,3,5,4,3,1,EMP0905,Employee_905,Operations,2027-06-24,Jun
18-25,Male,4,5,2,1,2,2,1,1,2,5,1,2,1,EMP0906,Employee_906,Marketing,2027-06-25,Jun
26-35,Female,4,3,2,2,5,3,1,2,2,4,2,2,1,EMP0907,Employee_907,HR,2027-06-26,Jun
36-45,Female,2,4,2,3,3,3,4,3,3,3,3,3,1,EMP0908,Employee_908,IT,2027-06-27,Jun
26-35,Female,5,4,5,3,4,5,2,3,4,3,3,4,2,EMP0909,Employee_909,Sales,2027-06-28,Jun
36-45,Male,5,4,2,3,1,5,5,4,2,4,5,3,1,EMP0910,Employee_910,Marketing,2027-06-29,Jun
18-25,Female,3,5,5,2,1,2,4,2,3,4,3,3,1,EMP0911,Employee_911,Operations,2027-06-30,Jun
26-35,Female,2,4,4,4,2,4,2,3,5,1,3,4,2,EMP0912,Employee_912,HR,2027-07-01,Jul
26-35,Male,4,3,4,1,4,2,1,2,2,5,2,2,1,EMP0913,Employee_913,Finance,2027-07-02,Jul
26-35,Male,4,5,4,5,2,2,3,2,5,2,2,5,1,EMP0914,Employee_914,Marketing,2027-07-03,Jul
36-45,Male,1,3,1,3,5,2,3,3,3,5,3,4,2,EMP0915,Employee_915,Operations,2027-07-04,Jul
26-35,Female,2,3,2,5,2,2,2,2,2,3,2,3,1,EMP0916,Employee_916,Marketing,2027-07-05,Jul
36-45,Female,1,2,2,3,4,4,4,4,3,4,4,2,1,EMP0917,Employee_917,IT,2027-07-06,Jul
36-45,Female,5,4,1,2,3,3,2,2,2,5,2,3,1,EMP0918,Employee_918,Operations,2027-07-07,Jul
26-35,Female,5,3,2,5,4,2,4,3,3,1,3,3,1,EMP0919,Employee_919,Marketing,2027-07-08,Jul
26-35,Female,2,2,1,3,5,1,2,2,3,2,1,3,2,EMP0920,Employee_920,HR,2027-07-09,Jul
26-35,Male,2,1,1,3,5,3,3,4,4,3,3,3,1,EMP0921,Employee_921,Sales,2027-07-10,Jul
18-25,Female,5,1,5,4,1,5,1,4,3,2,3,3,2,EMP0922,Employee_922,Finance,2027-07-11,Jul
26-35,Male,5,1,2,1,5,2,1,3,1,5,2,2,0,EMP0923,Employee_923,Sales,2027-07-12,Jul
